8000000,40101,,
8000045,40101,青葉台,アオバダイ
8000101,40101,伊川,イカワ
8000041,40101,泉ケ丘,イズミガオカ
8000048,40101,稲積,イナヅミ
8000111,40101,今津,イマヅ
8000026,40101,梅ノ木町,ウメノキチョウ
8010864,40101,老松町,オイマツチョウ
8010883,40101,大久保,オオクボ
8010811,40101,大積,オオツミ
8000011,40101,奥田,オクダ
8010876,40101,花月園,カゲツエン
8010801,40101,風師（１〜３丁目）,カザシ（１－３チョウメ）
8000001,40101,風師（４丁目）,カザシ（４チョウメ）
8010823,40101,春日町,カスガマチ
8000061,40101,片上海岸,カタガミカイガン
8000003,40101,片上町,カタガミマチ
8000016,40101,上二十町,カミニジッチョウ
8000044,40101,上藤松,カミフジマツ
8010871,40101,上本町,カミホンマチ
8000042,40101,上馬寄,カミマイソウ
8000114,40101,吉志,キシ
8000118,40101,吉志新町,キシシンマチ
8000004,40101,北川町,キタガワマチ
8010812,40101,喜多久,キタク
8010854,40101,旧門司,キュウモジ
8010833,40101,清滝,キヨタキ
8010882,40101,清見,キヨミ
8010886,40101,清見佐夜町,キヨミサヤマチ
8010808,40101,葛葉（１丁目）,クズハ（１チョウメ）
8000008,40101,葛葉（２、３丁目）,クズハ（２、３チョウメ）
8010821,40101,黒川,クロガワ
8010826,40101,黒川東,クロガワヒガシ
8010825,40101,黒川西,クロガワニシ
8000027,40101,黄金町,コガネマチ
8000034,40101,小松町,コマツチョウ
8000007,40101,小森江,コモリエ
8010863,40101,栄町,サカエマチ
8000102,40101,猿喰,サルハミ
8000015,40101,寺内,ジナイ
8000028,40101,下二十町,シモニジッチョウ
8000051,40101,下馬寄,シモマイソウ
8000054,40101,社ノ木,シャノキ
8010865,40101,庄司町,ショウジマチ
8010802,40101,白野江,シラノエ
8000013,40101,城山町,シロヤマチョウ
8010885,40101,新開,シンカイ
8000053,40101,新原町,シンハラマチ
8000115,40101,新門司,シンモジ
8000113,40101,新門司北,シンモジキタ
8010884,40101,瀬戸町,セトマチ
8000014,40101,大里,ダイリ
8000018,40101,大里桜ケ丘,ダイリサクラガオカ
8000057,40101,大里新町,ダイリシンマチ
8000024,40101,大里戸ノ上,ダイリトノウエ
8000038,40101,大里原町,ダイリハラマチ
8000022,40101,大里東,ダイリヒガシ
8000029,40101,大里東口,ダイリヒガシグチ
8000063,40101,大里本町,ダイリホンマチ
8000062,40101,大里元町,ダイリモトマチ
8000033,40101,大里桃山町,ダイリモモヤマチョウ
8010822,40101,高砂町,タカサゴマチ
8000031,40101,高田,タカダ
8010805,40101,太刀浦海岸,タチノウラカイガン
8010872,40101,谷町,タニマチ
8010803,40101,田野浦,タノウラ
8010804,40101,田野浦海岸,タノウラカイガン
8000117,40101,恒見,ツネミ
8000116,40101,恒見町,ツネミマチ
8000023,40101,中二十町,ナカニジッチョウ
8000039,40101,中町,ナカマチ
8000017,40101,永黒,ナガグロ
8010861,40101,長谷,ナガタニ
8010881,40101,鳴竹,ナルタケ
8010841,40101,西海岸,ニシカイガン
8010862,40101,錦町,ニシキマチ
8000056,40101,西新町,ニシシンマチ
8000112,40101,畑,ハタ
8010874,40101,畑田町,ハタケダマチ
8010856,40101,浜町,ハママチ
8000005,40101,羽山,ハヤマ
8000037,40101,原町別院,ハラマチベツイン
8000046,40101,光町,ヒカリマチ
8000055,40101,東新町,ヒガシシンマチ
8010851,40101,東本町,ヒガシホンマチ
8000052,40101,東馬寄,ヒガシマイソウ
8010853,40101,東港町,ヒガシミナトマチ
8010873,40101,東門司,ヒガシモジ
8010813,40101,柄杓田,ヒシャクダ
8010814,40101,柄杓田町,ヒシャクダマチ
8010842,40101,広石,ヒロイシ
8000047,40101,藤松,フジマツ
8000002,40101,二タ松町,フタマツチョウ
8000032,40101,不老町,フロウチョウ
8000035,40101,別院,ベツイン
8010875,40101,法師庵,ホウシアン
8010834,40101,本町,ホンマチ
8000012,40101,松崎町,マツザキチョウ
8000064,40101,松原,マツバラ
8010831,40101,丸山,マルヤマ
8010824,40101,丸山吉野町,マルヤマヨシノマチ
8000043,40101,緑ケ丘,ミドリガオカ
8010852,40101,港町,ミナトマチ
